79.849998,80.919998,80.919998
79.160004,79.68,79.5
80.25,80.849998,79.190002
81.120003,81.199997,80.25
80.660004,81.300003,81.110001
80.82,81.07,80.860001
80.25,81.199997,80.980003
80.360001,81.010002,80.260002
80.040001,80.639999,80.309998
80.209999,80.400002,79.830002
80.599998,80.599998,79.980003
80.389999,81.43,80.349998
81.790001,82.199997,80.510002
80.900002,81.830002,81.800003
80.5,81.370003,80.599998
79.129997,80.5,80.379997
79.300003,79.830002,79.190002
77.459999,79.440002,78.959999
77.830002,79.080002,78.559998
76.779999,77.739998,77.709999
72.559998,76.019997,75.900002
71.709999,72.300003,71.290001
72.290001,72.75,71.57
72.900002,72.970001,72.32
72.709999,73.040001,72.580002
73.559998,74.230003,72.830002
73.669998,73.93,73.480003
74.07,74.410004,73.580002
74.489998,74.529999,74.160004
74.110001,74.910004,74.489998
